frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
350,319.0,[1218.241378758624 803.0373577949998 1592.3864432891621 1078.0210676271572],[1348.4964599609375 1007.798828125 1453.8651123046875 1053.9600830078125],0.7174275517463684,EY61NBG,0.6282935918074735
351,319.0,[1219.9848467569732 805.3259250310525 1596.9861232224707 1077.2920600326993],[1348.292724609375 1010.6619873046875 1456.267822265625 1061.67333984375],0.7354061603546143,EY61NBG,0.6513068981763324
352,319.0,[1221.4339762713673 806.9662299651606 1601.684371824733 1075.3625177906752],[1347.1944580078125 1014.3614501953125 1459.417236328125 1067.117431640625],0.697610080242157,EY61NBG,0.5696774417552984
353,319.0,[1223.0843325728715 810.3352162123865 1605.1857380977276 1074.7750433655594],[1351.836669921875 1026.526611328125 1460.0421142578125 1069.736572265625],0.6892461776733398,EY51MBG,0.11382419638887219
386,366.0,[399.0426304456199 749.6365616267017 739.997302463327 1052.2263748472758],[507.2996520996094 939.9735717773438 609.2972412109375 981.3469848632812],0.5847256183624268,AV08KYF,0.11274600675596193
406,366.0,[336.367453461894 807.069905335023 706.5137204157818 1080.8588198244067],[462.70477294921875 1014.237548828125 565.9248046875 1062.5379638671875],0.6824942231178284,AV08XVF,0.38717444546719865
407,366.0,[337.3172547491351 810.1914342871193 705.0809790128947 1081.3556800688173],[461.410400390625 1025.3927001953125 566.851318359375 1069.3121337890625],0.6499212980270386,AV08HVF,0.3735456532667483
407,515.0,[1129.7271175213004 456.81850936844876 1507.0359099942411 907.9951108188338],[1289.652099609375 797.5220947265625 1375.9461669921875 841.7268676757812],0.5639168620109558,JB66SUS,0.0670362029723973
411,366.0,[331.29919727937255 824.1396241596731 703.2589280317511 1080.7989426701379],[451.0254821777344 1038.788818359375 549.9306030273438 1080.0],0.699353814125061,AV04HYF,0.5014304191979011
412,366.0,[327.83711017570226 827.6386330146736 701.8639107459444 1080.424323230941],[454.4248352050781 1046.4620361328125 556.0684814453125 1080.0],0.43201878666877747,AV08HVF,0.6631490119646566
413,522.0,[1141.0990780681564 464.99147899537604 1504.4734059921102 925.920376650386],[1291.796630859375 815.65283203125 1379.51025390625 857.88427734375],0.6147395968437195,BC65USJ,0.4573239097173242
414,346.0,[501.9529491479908 626.9280655874253 760.1963586526814 808.8257152186101],[587.9293823242188 745.8235473632812 662.1654663085938 785.0894165039062],0.2757294476032257,NA54KGV,0.26891344170673154
416,522.0,[1148.7411444174122 469.06192855783735 1510.2214871471515 935.124293245693],[1292.6573486328125 824.1253051757812 1377.2537841796875 866.3347778320312],0.6142827868461609,BC65USJ,0.344032090876668
418,522.0,[1152.9710250253593 473.7127891953615 1513.4907028682464 944.4773157893599],[1290.8431396484375 829.1541137695312 1381.93408203125 872.7147216796875],0.6106700897216797,BC65WSJ,0.2440050583725183
419,522.0,[1153.079533146327 475.1302754065866 1512.4048143856733 947.9251744258397],[1291.2584228515625 832.6492309570312 1383.8922119140625 876.1561889648438],0.5839338898658752,OG65USJ,0.42739613775822516
420,515.0,[1149.2707308222518 480.69030408526845 1512.3729280560694 954.4896847982293],[1292.511474609375 836.8875732421875 1386.4775390625 880.8702392578125],0.6316450834274292,OG65USJ,0.1670966970248748
422,515.0,[1149.8299570408374 481.0289284652185 1514.2845252497211 960.55077302877],[1292.86767578125 841.0098266601562 1382.632568359375 883.9033813476562],0.6384114623069763,BC65USJ,0.3113897310068948
426,515.0,[1154.1824889774211 489.45727127091413 1523.4778641606708 981.5142169521871],[1291.4271240234375 855.4188232421875 1384.625244140625 898.5315551757812],0.5943467617034912,BG65USJ,0.23057853126018968
429,515.0,[1158.293354774602 494.36370851318327 1533.5395765946619 991.5763138234157],[1296.4747314453125 865.2722778320312 1388.6646728515625 908.1202392578125],0.6380385756492615,OG65USJ,0.296339120776309
431,515.0,[1160.2670794874782 496.3401740948492 1545.0476702996236 997.0744166928556],[1295.7965087890625 871.4090576171875 1390.6363525390625 914.81787109375],0.6640388369560242,BG65USJ,0.3683406062347129
445,563.0,[1162.3209842903116 525.0129147274761 1551.8109847102796 1054.5741957477603],[1298.726318359375 919.5516357421875 1394.712890625 966.8543701171875],0.6672973036766052,BG65USJ,0.622474339156633
450,515.0,[1150.1351287041166 531.9115060523646 1566.5161219145743 1064.131853357465],[1296.0670166015625 941.2586059570312 1396.4619140625 986.909912109375],0.6980066895484924,BG65USJ,0.6490528234836366
450,93.0,[578.0575170037166 522.5832886003094 844.791710563218 768.1066064558357],[666.3069458007812 672.5856323242188 745.23779296875 716.8099975585938],0.569254457950592,YK64DKY,0.08795575200733288
451,346.0,[451.64568067815594 684.895446032526 727.8069383856362 886.5573116994567],[544.0059814453125 819.2825317382812 624.849609375 861.4022827148438],0.42155754566192627,NI54KGU,0.009091667168800477
452,515.0,[1145.0758784958887 534.805183387597 1565.6956637698952 1069.5798413761318],[1296.182373046875 947.4871215820312 1396.9962158203125 993.0606079101562],0.6804150342941284,BC65USI,0.1899025272582462
453,515.0,[1145.7034009675117 537.7728073848408 1568.741768382467 1072.9334341182553],[1295.0455322265625 952.6264038085938 1399.1453857421875 1000.08935546875],0.6794913411140442,BB66SUS,0.39760562010230943
456,93.0,[571.7823473192568 527.3931264029673 842.4749905580627 779.4366038699559],[656.2757568359375 677.9535522460938 742.5955810546875 726.1084594726562],0.609088659286499,AA64ONV,0.10319683570644525
459,580.0,[1140.2650340707899 556.0216969332864 1576.165169928762 1073.9546507206196],[1296.1458740234375 975.2777709960938 1405.316650390625 1024.139404296875],0.7010300755500793,BC65USJ,0.2966497799735769
464,93.0,[565.566633901137 534.443111069199 836.2777925749433 791.1746725965265],[654.2059936523438 691.1851196289062 737.8809814453125 735.1919555664062],0.6127890944480896,AO64DMY,0.06708682537031588
465,590.0,[1130.778213387558 573.2004987371246 1578.4497752557836 1071.784585019447],[1296.125 1000.707275390625 1408.0914306640625 1048.7984619140625],0.71964031457901,BG65USJ,0.5936936858639517
467,93.0,[563.0714711246275 537.8076358582321 836.495644869602 795.2288544972903],[652.3991088867188 697.7547607421875 736.203369140625 739.2096557617188],0.48323389887809753,AK64DMY,0.2674056074833964
468,93.0,[560.2185567340015 538.9311097679436 837.1786222855216 797.1211739783614],[654.2772827148438 697.0281982421875 733.567626953125 743.2059326171875],0.5914813280105591,AK64DMY,0.3001641951532812
470,93.0,[553.5435148946384 541.0262324930203 834.8353731586932 799.7950152668744],[651.415283203125 701.9891967773438 726.7692260742188 741.6619262695312],0.4994780421257019,AK64OMY,0.2968519640280698
471,93.0,[548.6494760587362 543.9606262610899 831.710730728801 803.1153545853396],[647.8988647460938 700.6571655273438 729.062744140625 747.0143432617188],0.6180478930473328,IH64DWY,0.5154740002044921
472,93.0,[547.0349941935532 546.3844127849823 830.1725923687126 805.4086478258685],[651.869384765625 702.7457885742188 730.071533203125 749.5638427734375],0.41734474897384644,IK64DMY,0.41694716723588626
476,93.0,[546.2873784188034 552.8007180312463 825.959339069022 812.6094770826621],[644.7084350585938 711.3080444335938 726.22314453125 756.5704345703125],0.5535591840744019,AR64OMV,0.23457923842553702
478,93.0,[547.482553143708 555.8309050884698 827.8804666256676 816.7879571051087],[643.6657104492188 715.8204956054688 722.11083984375 755.1583251953125],0.4954407811164856,AK64DHV,0.2009081387468492
479,93.0,[546.5518790666843 558.1867769545411 827.1383914659846 820.3236174340364],[646.0181274414062 717.2593383789062 721.7871704101562 758.7448120117188],0.5707059502601624,AK64DMV,0.29511641160285595
481,93.0,[541.9011219295018 559.4750397021924 824.2952432580017 823.4874615704539],[637.4678344726562 722.8145141601562 722.034912109375 761.344482421875],0.5497778058052063,AO64DMV,0.20117174349455197
482,93.0,[541.6081774946007 561.0707834575644 825.3809081532764 825.334228899869],[640.5593872070312 721.777587890625 720.4677124023438 762.1842041015625],0.5752001404762268,AR64DMY,0.26468984184621985
485,93.0,[538.9079559703472 565.7940604019027 825.3833188501993 830.7579711660728],[627.9071655273438 723.5001831054688 715.1159057617188 766.1304931640625],0.6022776961326599,AM67JMY,0.18955266013444524
486,93.0,[536.4946307308122 567.9974686108146 824.5736211556233 833.0711979532803],[623.1892700195312 724.2089233398438 717.7120971679688 771.9371948242188],0.5828140377998352,OK64DMY,0.16158275158044655
487,93.0,[535.6589429139377 569.5662329982451 825.1798239409117 833.9162235699346],[623.6588745117188 724.8111572265625 716.093994140625 773.1654663085938],0.6311081647872925,AK64DMV,0.52139487647011
491,93.0,[530.981843517726 575.3740428489118 823.2058580138885 839.789875995383],[620.4251098632812 736.9453735351562 713.6607666015625 779.6409912109375],0.5471425652503967,AO64DMY,0.4532840253901993
492,93.0,[528.2618263744375 577.9361139201991 818.4790657487179 843.4047453964639],[622.5370483398438 738.5425415039062 710.147705078125 780.0521850585938],0.5461634397506714,AX64OMY,0.38422349968782854
493,93.0,[526.7918367157441 579.4864995944952 815.7010473723386 845.0869937456746],[620.4483032226562 739.0255737304688 712.9085693359375 780.64306640625],0.5505025386810303,AK64DMV,0.4301215991235226
495,93.0,[525.7654885923414 582.5141109842519 814.6813560769849 848.8812693120207],[617.890869140625 743.5308837890625 709.6185302734375 786.26513671875],0.5607026815414429,AX64DMV,0.4771062832988812
496,93.0,[523.7342865971386 582.8310595192072 812.8617889666139 850.0758995037497],[621.9349975585938 743.7218627929688 709.624755859375 787.0153198242188],0.5248751640319824,AK64OMV,0.22843550725942344
497,346.0,[405.8359527109614 788.5289984161542 711.0119953438586 1020.9428570670246],[496.0937805175781 945.498779296875 601.6835327148438 997.927001953125],0.5912750363349915,ND50KGJ,0.04491166926365836
497,93.0,[522.2196723373696 583.0341969606541 812.0425323707915 851.2701755751486],[618.906982421875 744.7208862304688 706.106201171875 790.7316284179688],0.5695527791976929,AK64OMV,0.5962842539742611
500,93.0,[515.5859145053455 584.6565115057472 810.7384090984228 856.3215698676177],[604.7666625976562 747.6665649414062 704.2549438476562 797.4957885742188],0.6431616544723511,AM64DMY,0.1220172514028329
501,93.0,[513.2060346409601 586.8970877975371 809.7523083333854 859.4546622919543],[609.4326782226562 753.2477416992188 704.0798950195312 800.5175170898438],0.6161311864852905,AK64DMV,0.28630880226491484
503,93.0,[511.9060739858767 589.1118487118695 809.173445750745 862.9014367028678],[608.1907958984375 758.2479858398438 701.3334350585938 803.4201049804688],0.5818995237350464,AK64DMV,0.45153736807106737
504,93.0,[510.9950756797773 590.6097921632638 809.1773541582311 865.6752217141873],[606.2724609375 761.716796875 696.828369140625 803.1396484375],0.6076576113700867,DK64DMV,0.08687725843767607
506,93.0,[508.92325009337367 593.215683881631 808.3869406828518 869.9523479818655],[607.1017456054688 764.0557250976562 698.4849853515625 808.1592407226562],0.6586399078369141,AK64DRV,0.3116427285730575
511,93.0,[501.59082024375033 601.7971379895989 808.9295072377492 883.0663820563195],[599.2778930664062 772.105224609375 690.754638671875 817.0235595703125],0.6799441576004028,DK64DMV,0.12605866982185296
512,93.0,[500.66479617867265 603.517369057183 807.8473325421281 885.1647050639522],[595.7407836914062 772.631103515625 692.3189086914062 821.1655883789062],0.6762208342552185,AH64DAY,0.31064999657882875
512,346.0,[391.1824443347713 831.7442358412038 707.771812831909 1070.1314111767924],[484.9002685546875 1001.8245849609375 593.8158569335938 1049.606689453125],0.4100315272808075,MA54KCJ,0.06199071661913976
514,93.0,[495.5346825133494 607.5786470264036 802.7730280570327 889.9835530071996],[597.0787353515625 779.7793579101562 693.0476684570312 827.7306518554688],0.6419626474380493,AN67DNY,0.08875978231272401
516,93.0,[493.815945676863 612.2224843551995 801.9101061336798 897.1142742207118],[595.330322265625 786.1591186523438 690.4711303710938 828.4443969726562],0.6021751165390015,AK64OMY,0.1553279367629647
517,93.0,[490.69646746029036 612.7243696872417 798.9125917288499 897.869970156796],[597.2142333984375 787.3982543945312 690.7906494140625 831.5032348632812],0.662693202495575,AR67DMY,0.14799182763876054
518,93.0,[489.7852783672709 614.6937652574154 798.1553458467672 899.8083808955696],[594.2234497070312 788.3455810546875 690.2304077148438 834.8536376953125],0.6795939803123474,AK64DMV,0.43708205340116413
520,93.0,[489.4722028771454 617.1106436937212 797.6769802215132 903.327747442675],[588.66650390625 793.8350830078125 684.4462280273438 839.9586181640625],0.7005212903022766,AK64DMY,0.09320867833753435
525,93.0,[480.92801292056924 627.7434204886997 790.675019357368 917.8365995549059],[583.6849975585938 805.1039428710938 678.5074462890625 851.5116577148438],0.6728917956352234,AK64DMV,0.1471877945869229
526,93.0,[478.6689650436631 629.211016347364 789.6260757266434 920.0410382082846],[581.3436279296875 807.1437377929688 678.282958984375 852.1871337890625],0.6544870734214783,AK64DMV,0.3969373053771592
527,93.0,[476.6480407750835 631.0917332662915 789.5781614702612 922.4663603760974],[583.7234497070312 810.9305419921875 678.2373657226562 858.1539916992188],0.6871388554573059,AK64OMV,0.24858491652145878
530,93.0,[471.42806152024593 635.0192735516318 787.9394294103953 928.9133331257387],[577.7725219726562 816.7135620117188 674.3141479492188 864.7490844726562],0.7016751766204834,AK64DMV,0.5680206749136016
531,93.0,[469.89518534739943 637.6201375586813 786.6239218186464 931.9469350237018],[574.8937377929688 820.17626953125 670.640869140625 863.999267578125],0.6375640034675598,AX64DMV,0.44832522032715927
533,93.0,[467.8417667539312 640.7727951596781 786.171137228332 938.2403715034783],[573.954345703125 822.0142822265625 673.4664916992188 871.0777587890625],0.691295325756073,AK64DHV,0.08677589053834565
534,93.0,[465.9974872936043 643.3282524650525 784.9095834221291 941.7718239542222],[573.8401489257812 826.9954833984375 674.3026123046875 877.6898803710938],0.6877961158752441,AK64DMV,0.35132376963120177
535,93.0,[464.85927218492975 644.9900812399676 784.2597538240846 944.097346375557],[573.9072875976562 827.6817626953125 673.4158935546875 878.0496826171875],0.7014122605323792,AK64DMV,0.19563219632428855
537,93.0,[460.82642166855226 649.1070360899548 782.4545597633619 949.6271517056803],[573.331787109375 835.4588623046875 667.2874145507812 881.5789184570312],0.6850752830505371,AK67DMV,0.2806522047159693
538,604.0,[1161.3979012251473 615.4395906187493 1437.3774313514748 847.8973821725664],[1255.2158203125 769.1947631835938 1340.4876708984375 810.6633911132812],0.5547044277191162,EF10DZI,0.08111172085508125
539,93.0,[456.6081625447394 652.9499248868005 781.3079439431124 954.615368878678],[570.8428955078125 842.40966796875 667.7159423828125 888.2552490234375],0.6790858507156372,AK64DMV,0.33728860730113336
539,604.0,[1161.683583771718 616.368374653908 1438.0008902418508 850.4206221548748],[1253.6005859375 770.8609008789062 1341.647216796875 812.8916625976562],0.5969171524047852,VF10MZT,0.05814253935129535
540,93.0,[455.1077702020487 654.9919315323019 781.1349655657002 956.5565253931926],[568.973388671875 842.5206298828125 664.93603515625 886.327880859375],0.6796255111694336,AK64OMV,0.323980027492206
541,604.0,[1161.25303884534 618.6770402921165 1437.7386172559184 855.8407357118897],[1256.540771484375 774.5831909179688 1341.07568359375 814.2357788085938],0.5753494501113892,EF10DZZ,0.1091224283212685
542,604.0,[1161.5453698051226 620.8851813860421 1437.771996859405 858.7839002006657],[1256.617431640625 774.6736450195312 1340.3536376953125 817.5518188476562],0.5591287612915039,EF30DZT,0.09931794840761397
543,93.0,[450.4152468571064 660.4516876777149 780.1866288114959 965.0762896292061],[562.5133666992188 848.587890625 666.8333129882812 900.1699829101562],0.6765578985214233,AK64DMV,0.25066327784463033
546,604.0,[1163.1522807912902 630.0403514474536 1439.5327409984025 871.1599147073808],[1257.486328125 782.7047119140625 1343.13916015625 827.9092407226562],0.5559720396995544,EF10WZI,0.4279872341477581
547,93.0,[445.4610762191955 667.2778322515143 779.4134003932058 975.8826495540912],[563.0924072265625 859.0316162109375 662.6620483398438 907.4586181640625],0.6864157915115356,AR64DHV,0.2970398803842098
549,93.0,[442.77395632805485 672.413426877828 779.0479057312158 983.6998188036675],[559.1817626953125 863.2321166992188 660.90087890625 911.2425537109375],0.7051166296005249,AK64OMV,0.2804799989839297
551,604.0,[1164.5130916248158 637.878262655816 1445.7968462899903 882.5419238825522],[1258.8409423828125 794.0650634765625 1346.0943603515625 838.62158203125],0.6535547375679016,EF10MZT,0.4314444504534742
552,93.0,[439.22897028276725 679.0630413224317 777.5197085697882 994.1633120850745],[554.6444702148438 872.2329711914062 661.3336181640625 924.6384887695312],0.6466856002807617,AK64DMY,0.26459641656652294
553,93.0,[439.59911044219984 680.5672411136529 777.1372808859799 995.857564179925],[556.9268188476562 875.7164306640625 656.1397705078125 923.560791015625],0.6604353189468384,AK64DMV,0.4491970360866828
553,604.0,[1164.4880899025932 638.867929057229 1447.030522067729 887.1394300774593],[1258.6131591796875 797.9126586914062 1346.2635498046875 841.5305786132812],0.6499226689338684,EF10DZT,0.47248607606441045
555,604.0,[1164.7069610778726 642.8092695222615 1447.4958909351162 895.1788845675642],[1260.465576171875 804.9428100585938 1346.677734375 849.4092407226562],0.620833158493042,EF10WZT,0.29752680611900906
556,93.0,[436.6786771536699 686.3029143602237 774.890425893035 1002.9383235407452],[552.5382080078125 883.9138793945312 654.4981079101562 930.2879028320312],0.6788172125816345,AK64DMV,0.42293337082310906
557,604.0,[1165.077324607841 645.9264525867108 1447.8283963507852 901.0070426446065],[1262.5843505859375 806.1187133789062 1346.2913818359375 850.5899047851562],0.6291890740394592,EF10OZT,0.14001964545289525
560,93.0,[429.3081026236463 697.1576492092112 771.1823255623973 1016.525248773865],[549.9907836914062 896.9835815429688 648.8243408203125 946.2032470703125],0.682828426361084,AK64DMV,0.48411480706768084
563,604.0,[1165.1581073375178 658.500810966718 1454.7615938751069 911.7502871059145],[1263.65087890625 818.9067993164062 1356.1212158203125 865.0127563476562],0.6526579856872559,EF10DZI,0.08390812236508656
564,604.0,[1166.0189500617087 660.2987894380391 1457.723242290432 915.274905900288],[1262.250732421875 820.6668090820312 1357.0809326171875 869.1326293945312],0.6599534749984741,EF10DZT,0.20003590094028376
565,93.0,[424.4935455658308 707.8756891614378 769.3691681677617 1033.4436458779696],[545.1519165039062 911.4728393554688 647.9595336914062 959.4981079101562],0.7010448575019836,AK64DMV,0.5692442504855216
566,93.0,[423.26837188260185 710.6306075414792 770.9503391789252 1037.708563878183],[540.4999389648438 914.738525390625 646.9501342773438 962.8472900390625],0.6781998872756958,AK64DMV,0.8166798283541606
568,93.0,[419.9228925230453 715.3550513206524 770.0408309095935 1044.81628238157],[538.24365234375 917.1231689453125 644.8786010742188 969.24560546875],0.6982817053794861,AK64DMV,0.7062574832590718
569,93.0,[417.0583847280015 717.5864462430729 768.0519002984961 1047.6914852200223],[539.1817626953125 920.3739624023438 643.5050048828125 972.0261840820312],0.6819682121276855,AK64DMV,0.6022125163096427
570,604.0,[1167.1705017983995 663.1423231032941 1462.0924252392533 931.2588289639316],[1267.657470703125 837.5731811523438 1362.5306396484375 881.9859619140625],0.611868679523468,EF30DZT,0.5436498765051831
571,93.0,[416.72415347086286 722.3193074159194 767.1377842982931 1053.01733293734],[539.2236328125 929.7793579101562 641.3095092773438 978.1744995117188],0.687730073928833,AK64DMV,0.48667542087739885
571,604.0,[1166.9907513438743 666.3206237773984 1462.80559546807 933.551436363915],[1269.4249267578125 840.1701049804688 1362.48681640625 884.2274780273438],0.6071838140487671,EF10DZT,0.11418364232791679
577,93.0,[402.8031534111997 734.9967588818722 763.7336833008685 1067.963276713174],[528.6976318359375 944.8493041992188 639.6029663085938 997.6027221679688],0.6640195250511169,AK64OMV,0.3001358572562116
578,93.0,[402.9894445138242 738.835230651676 763.7260210716526 1071.6152694535604],[525.55615234375 949.8407592773438 637.2120361328125 1001.5506591796875],0.6738225221633911,AK64OMV,0.18112554538734024
578,604.0,[1168.9030651201454 689.0293238758599 1468.387253713269 952.0371513727044],[1271.5831298828125 858.0172119140625 1366.27734375 903.4522705078125],0.6248447299003601,EF10DZT,0.3309600988191238
580,93.0,[401.88833482871564 744.8033213370117 761.779504729441 1075.1895942315418],[526.5870361328125 958.26708984375 635.1934204101562 1007.19873046875],0.709891676902771,AK64DMV,0.6372114070551395
580,604.0,[1168.4788045334471 694.4855134724671 1470.249929662134 957.8720184472054],[1270.4093017578125 863.911376953125 1366.841064453125 911.00390625],0.6580870747566223,EF30OZT,0.06881632680870897
581,93.0,[402.0678046980141 746.6891945252228 761.5281357871684 1075.1673965029297],[524.975830078125 960.9750366210938 634.729248046875 1011.1008911132812],0.6935631036758423,AK64DMV,0.33762758131442017
582,93.0,[402.2139405764706 748.7319658983654 762.7765071414813 1074.890132130624],[525.1541748046875 963.9312744140625 628.5620727539062 1012.6131591796875],0.68816077709198,AK64DMV,0.3359226741989242
583,93.0,[401.5672854780057 751.6143620510287 762.7776808854096 1075.485962576297],[524.1714477539062 964.8045043945312 628.1138305664062 1015.7916870117188],0.6842301487922668,AK64DMV,0.8775151863971341
585,93.0,[396.6039260531227 760.426913782589 759.9377076617575 1078.5934735979429],[522.6927490234375 976.0562133789062 629.253662109375 1023.7764282226562],0.696955144405365,AK64DMV,0.6062887279896928
586,93.0,[393.87232037114325 763.5779469331394 758.8489848103849 1078.763723318636],[521.6788330078125 978.2846069335938 631.034423828125 1026.4990234375],0.6827772259712219,AK64DMV,0.5131810214195275
586,604.0,[1170.6835767199786 711.5929319026633 1483.154118498886 978.2749066073558],[1274.371337890625 881.482177734375 1367.5892333984375 926.329833984375],0.6187388896942139,EF10DZT,0.2905119480820353
587,93.0,[393.9065712622357 766.7531233708819 758.3495343191112 1077.673114156197],[519.044677734375 983.4781494140625 624.9732055664062 1030.783935546875],0.6850654482841492,AK64DMV,0.18986158498698288
588,93.0,[393.1915622894188 767.725626034239 757.8852043384142 1075.800809464663],[514.972412109375 984.4916381835938 625.8175048828125 1035.3128662109375],0.6877902150154114,AK64DMV,0.4073970360300385
589,93.0,[391.5075111990621 770.4544130528853 756.5893945619532 1074.935474696876],[514.9323120117188 988.2372436523438 624.4692993164062 1037.8441162109375],0.7018021941184998,AK64DMV,0.5726019067928355
590,93.0,[389.48810163159374 772.5412945737971 756.2579193202962 1074.231374487741],[513.5924072265625 991.196044921875 623.7706298828125 1041.587890625],0.7046505808830261,AK64DMV,0.5761959447842008
590,604.0,[1166.9734847222526 716.9411636887208 1485.9485541018125 989.5059711236619],[1273.8524169921875 893.3219604492188 1370.8909912109375 941.6105346679688],0.6855927109718323,EF10DZT,0.14727411866560305
591,93.0,[385.073115743162 775.7563929519688 755.4388246452801 1075.0908927079456],[513.1419067382812 993.5798950195312 625.1664428710938 1046.2001953125],0.695175290107727,AK64DMV,0.5962832612292716
591,604.0,[1168.3516678951673 720.0466221142295 1488.8280269929087 993.4158758927928],[1274.618896484375 895.0960693359375 1371.9898681640625 943.130859375],0.6865805387496948,EF10OZT,0.13764200254600623
592,93.0,[382.95289603110575 777.4731874240006 755.4223672970496 1075.1586708869686],[513.0445556640625 998.6737060546875 623.7255859375 1047.4991455078125],0.7057702541351318,AK64DMV,0.4700518473116713
594,93.0,[382.11125055947264 782.3295296137894 755.3684199802144 1075.9227229399878],[510.6015930175781 1006.7332763671875 616.690673828125 1057.4842529296875],0.7149171233177185,AK64DMV,0.5644540123026416
595,372.0,[1571.6308616311856 574.3861356596476 1858.4845215434827 801.6936350809965],[1679.69091796875 700.3385620117188 1768.234130859375 747.4932861328125],0.3445371389389038,OA62HIJ,0.1382833318417687
596,93.0,[380.13948098075116 785.9462786555116 756.4420873040872 1077.1769778319563],[504.7621154785156 1012.0468139648438 618.1997680664062 1064.767578125],0.7039114236831665,AK64DHV,0.4265228648994136
597,93.0,[377.9136092411691 790.0155263652989 755.5351891314583 1078.351046123],[502.1479797363281 1016.0366821289062 619.5364990234375 1070.032958984375],0.7068380117416382,AK64DMV,0.5130936811161606
598,93.0,[376.38161464433904 792.4024140603428 755.5263822990486 1078.8000486887997],[500.1130676269531 1018.3309936523438 617.8530883789062 1071.82080078125],0.6987267136573792,AK64DMV,0.7239961775905511
599,93.0,[374.5623360687533 794.4687153256814 754.1441228498524 1078.8503662662301],[500.1944580078125 1025.0538330078125 617.199951171875 1078.0181884765625],0.7319517731666565,AK64DMV,0.6082170505620715
601,604.0,[1165.3654624188737 748.0126693552431 1489.8089246948023 1028.250522703569],[1280.4085693359375 921.21533203125 1382.672607421875 973.3934326171875],0.6578028202056885,EF10DZT,0.3096332033429014
603,604.0,[1166.617359282114 752.8972977086044 1491.9864302664962 1036.1071309097608],[1281.3642578125 933.5366821289062 1385.70654296875 982.2149047851562],0.67632657289505,EF10DZT,0.2941387053373611
607,604.0,[1165.8370215864497 761.3688643797356 1499.3775424597052 1046.3163357628955],[1283.1375732421875 944.65283203125 1386.30029296875 993.78662109375],0.6963585019111633,EF10WZT,0.2565879827877036
609,372.0,[1591.6333993075807 588.7110795914543 1894.3329904059012 836.3982729651971],[1707.2867431640625 746.5599975585938 1796.1492919921875 785.9950561523438],0.3900660276412964,OU62HYJ,0.4131945114703707
